movieId,title,genres,imdbId,tmdbId,url,img_url
14,Nixon (1995),Drama,113987,10858.0,https://www.themoviedb.org/movie/10858.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ORlTkdDwWU94O16MlwfIR4g5Hk.jpg
15,Cutthroat Island (1995),Action|Adventure|Romance,112760,1408.0,https://www.themoviedb.org/movie/1408.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg
16,Casino (1995),Crime|Drama,112641,524.0,https://www.themoviedb.org/movie/524.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/v2lGZFMS9fiUUyJ2xvM7zZH7Eps.jpg
17,Sense and Sensibility (1995),Drama|Romance,114388,4584.0,https://www.themoviedb.org/movie/4584.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg
18,Four Rooms (1995),Comedy,113101,5.0,https://www.themoviedb.org/movie/5.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg
19,Ace Ventura: When Nature Calls (1995),Comedy,112281,9273.0,https://www.themoviedb.org/movie/9273.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,113845,11517.0,https://www.themoviedb.org/movie/11517.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg
21,Get Shorty (1995),Comedy|Crime|Thriller,113161,8012.0,https://www.themoviedb.org/movie/8012.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qj3iDIqclkcZf8qibAMeSKfuewy.jpg
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,112722,1710.0,https://www.themoviedb.org/movie/1710.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lKNjGQXTy5WkSjAtLzLzAN9IHCD.jpg
23,Assassins (1995),Action|Crime|Thriller,112401,9691.0,https://www.themoviedb.org/movie/9691.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kgqS4jn60E8UIExfceMUExB3ZKK.jpg
24,Powder (1995),Drama|Sci-Fi,114168,12665.0,https://www.themoviedb.org/movie/12665.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kImKATjY4EsK5MDgrmpJdGbQEbq.jpg
25,Leaving Las Vegas (1995),Drama|Romance,113627,451.0,https://www.themoviedb.org/movie/451.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg
26,Othello (1995),Drama,114057,16420.0,https://www.themoviedb.org/movie/16420.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nNP3FDHUIyztw5eq5AejZKzqXbz.jpg
27,Now and Then (1995),Children|Drama,114011,9263.0,https://www.themoviedb.org/movie/9263.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5nkAaadxFzzYfFyN3Q5j4VZKRsA.jpg
28,Persuasion (1995),Drama|Romance,114117,17015.0,https://www.themoviedb.org/movie/17015.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902.0,https://www.themoviedb.org/movie/902.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,115012,37557.0,https://www.themoviedb.org/movie/37557.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tzG1UxUSfPACREjgBrsPDRUvneH.jpg
31,Dangerous Minds (1995),Drama,112792,9909.0,https://www.themoviedb.org/movie/9909.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,https://www.themoviedb.org/movie/63.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
34,Babe (1995),Children|Drama,112431,9598.0,https://www.themoviedb.org/movie/9598.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
36,Dead Man Walking (1995),Crime|Drama,112818,687.0,https://www.themoviedb.org/movie/687.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg
38,It Takes Two (1995),Children|Comedy,113442,33689.0,https://www.themoviedb.org/movie/33689.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sdes5TrRbymELYLG85YIxmFb1OP.jpg
39,Clueless (1995),Comedy|Romance,112697,9603.0,https://www.themoviedb.org/movie/9603.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,https://www.themoviedb.org/movie/34615.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg
41,Richard III (1995),Drama|War,114279,31174.0,https://www.themoviedb.org/movie/31174.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,https://www.themoviedb.org/movie/11443.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg
43,Restoration (1995),Drama,114272,35196.0,https://www.themoviedb.org/movie/35196.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg
44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,https://www.themoviedb.org/movie/9312.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg
45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,https://www.themoviedb.org/movie/577.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/aedhsShrlJVhLlwhtlmFJgR4Szs.jpg
46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,https://www.themoviedb.org/movie/11861.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vwYRaERccwXWCYrTzeWRZRarJOo.jpg
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,https://www.themoviedb.org/movie/807.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/69Sns8WoET6CfaYlIkHbla4l7nC.jpg
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,https://www.themoviedb.org/movie/10530.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,https://www.themoviedb.org/movie/8391.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,https://www.themoviedb.org/movie/629.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,https://www.themoviedb.org/movie/11448.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cm0oPKizOQlsXpGYvrHvpELfxdi.jpg
53,Lamerica (1994),Adventure|Drama,110299,49133.0,https://www.themoviedb.org/movie/49133.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,https://www.themoviedb.org/movie/26441.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nVHqIuBTcTLmAIrML7T704UwfNI.jpg
55,Georgia (1995),Drama,113158,97406.0,https://www.themoviedb.org/movie/97406.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
57,Home for the Holidays (1995),Drama,113321,9089.0,https://www.themoviedb.org/movie/9089.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/a8MslR6deQQVe8JR542XDSwHiPB.jpg
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,https://www.themoviedb.org/movie/11010.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,https://www.themoviedb.org/movie/11359.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,https://www.themoviedb.org/movie/17182.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,Mr. Holland's Opus (1995),Drama,113862,2054.0,https://www.themoviedb.org/movie/2054.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,https://www.themoviedb.org/movie/10607.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,https://www.themoviedb.org/movie/19760.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,115683,9536.0,https://www.themoviedb.org/movie/9536.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,https://www.themoviedb.org/movie/11525.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,https://www.themoviedb.org/movie/4482.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday (1995),Comedy,113118,10634.0,https://www.themoviedb.org/movie/10634.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eJ9OvnSuFT3ogYC0YF90j4LxyG7.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,https://www.themoviedb.org/movie/755.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,Fair Game (1995),Action,113010,11859.0,https://www.themoviedb.org/movie/11859.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,https://www.themoviedb.org/movie/28387.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/186brkmaBmopqcM0dPs71tj9BfM.jpg
73,"Misérables, Les (1995)",Drama|War,113828,48750.0,https://www.themoviedb.org/movie/48750.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg
74,Bed of Roses (1996),Drama|Romance,115644,20927.0,https://www.themoviedb.org/movie/20927.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,Big Bully (1996),Comedy|Drama,115676,36929.0,https://www.themoviedb.org/movie/36929.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,https://www.themoviedb.org/movie/9102.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oDGJGbzBkNXhCZfZMR6gjtKkKkI.jpg
77,Nico Icon (1995),Documentary,113973,124626.0,https://www.themoviedb.org/movie/124626.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4qO219U8z1XeHLni800jCsbpSs0.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,https://www.themoviedb.org/movie/27526.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,https://www.themoviedb.org/movie/9623.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,https://www.themoviedb.org/movie/46785.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,https://www.themoviedb.org/movie/400.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oPp6Gbrasox66WyMvPS0k8OakQf.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,https://www.themoviedb.org/movie/880.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,https://www.themoviedb.org/movie/146599.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/45xucuNlia6vEPWYrYu2QlnwgpO.jpg
85,Angels and Insects (1995),Drama|Romance,112365,8447.0,https://www.themoviedb.org/movie/8447.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,https://www.themoviedb.org/movie/10534.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,https://www.themoviedb.org/movie/17414.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4u4X8uNfKWNQavtef53JBtyYeRJ.jpg
88,Black Sheep (1996),Comedy,115697,13997.0,https://www.themoviedb.org/movie/13997.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg
89,Nick of Time (1995),Action|Thriller,113972,2086.0,https://www.themoviedb.org/movie/2086.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,https://www.themoviedb.org/movie/9095.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,https://www.themoviedb.org/movie/12158.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,https://www.themoviedb.org/movie/9283.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,https://www.themoviedb.org/movie/9208.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,https://www.themoviedb.org/movie/40154.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cl5WtKNYL7porHGCroRTAKCGlTM.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,https://www.themoviedb.org/movie/406.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rZn7CHS4lWRMZFqYyFxRCy8VuCD.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,https://www.themoviedb.org/movie/63076.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),Drama|Thriller,115907,11062.0,https://www.themoviedb.org/movie/11062.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,https://www.themoviedb.org/movie/13685.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr. Wrong (1996),Comedy,117102,47475.0,https://www.themoviedb.org/movie/47475.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,https://www.themoviedb.org/movie/2045.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
104,Happy Gilmore (1996),Comedy,116483,9614.0,https://www.themoviedb.org/movie/9614.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,https://www.themoviedb.org/movie/688.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,https://www.themoviedb.org/movie/11907.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,https://www.themoviedb.org/movie/10874.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
108,Catwalk (1996),Documentary,112646,89333.0,https://www.themoviedb.org/movie/89333.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg
110,Braveheart (1995),Action|Drama|War,112573,197.0,https://www.themoviedb.org/movie/197.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,https://www.themoviedb.org/movie/103.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,https://www.themoviedb.org/movie/33542.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After (1996),Drama|Mystery,115645,43566.0,https://www.themoviedb.org/movie/43566.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered (1995),Documentary,112373,51352.0,https://www.themoviedb.org/movie/51352.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,https://www.themoviedb.org/movie/16934.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,https://www.themoviedb.org/movie/10324.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ig5LhLEnlt7QCyYjgui082fO4ih.jpg
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,https://www.themoviedb.org/movie/78406.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,https://www.themoviedb.org/movie/32119.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang (1992),Comedy|Romance,103859,11066.0,https://www.themoviedb.org/movie/11066.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,https://www.themoviedb.org/movie/11104.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting With Disaster (1996),Comedy,116324,2074.0,https://www.themoviedb.org/movie/2074.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,https://www.themoviedb.org/movie/27793.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
128,Jupiter's Wife (1994),Documentary,110217,290157.0,https://www.themoviedb.org/movie/290157.0,https://www.firstcolonyfoundation.org/wp-content/uploads/2022/01/no-photo-available.jpeg
129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,https://www.themoviedb.org/movie/110972.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
132,Jade (1995),Thriller,113451,11863.0,https://www.themoviedb.org/movie/11863.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg
135,Down Periscope (1996),Comedy,116130,9101.0,https://www.themoviedb.org/movie/9101.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
137,Man of the Year (1995),Documentary,113756,5757.0,https://www.themoviedb.org/movie/5757.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,https://www.themoviedb.org/movie/9302.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
141,"Birdcage, The (1996)",Comedy,115685,11000.0,https://www.themoviedb.org/movie/11000.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hU2XeckncHS61TWZKDtw1BrKmOO.jpg
144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,https://www.themoviedb.org/movie/16388.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,https://www.themoviedb.org/movie/9737.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,https://www.themoviedb.org/movie/30765.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,https://www.themoviedb.org/movie/10474.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,https://www.themoviedb.org/movie/22279.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,https://www.themoviedb.org/movie/30157.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/b9MEES9I2WNjEWULdKsqiHIGQlC.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,https://www.themoviedb.org/movie/568.0,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
